repeat,outer_fold,outer_seed,partition,Geological Group ID,CV Block ID
2,1,20280815,train,GG0083,CVB0079
2,1,20280815,train,GG0084,CVB0080
2,1,20280815,train,GG0085,CVB0081
2,1,20280815,train,GG0087,CVB0083
2,1,20280815,train,GG0088,CVB0084
2,1,20280815,train,GG0089,CVB0085
2,1,20280815,train,GG0091,CVB0087
2,1,20280815,train,GG0092,CVB0088
2,1,20280815,train,GG0093,CVB0089
2,1,20280815,train,GG0094,CVB0090
2,1,20280815,train,GG0096,CVB0092
2,1,20280815,train,GG0097,CVB0093
2,1,20280815,train,GG0098,CVB0094
2,1,20280815,train,GG0099,CVB0095
2,1,20280815,train,GG0100,CVB0096
2,1,20280815,train,GG0101,CVB0097
2,1,20280815,train,GG0103,CVB0099
2,1,20280815,train,GG0104,CVB0100
2,1,20280815,train,GG0105,CVB0101
2,1,20280815,train,GG0107,CVB0103
2,1,20280815,train,GG0108,CVB0104
2,1,20280815,train,GG0109,CVB0105
2,1,20280815,train,GG0111,CVB0107
2,1,20280815,train,GG0005,CVB0005
2,1,20280815,train,GG0009,CVB0009
2,1,20280815,train,GG0112,CVB0108
2,1,20280815,train,GG0113,CVB0109
2,1,20280815,train,GG0114,CVB0110
2,1,20280815,train,GG0115,CVB0111
2,1,20280815,train,GG0117,CVB0113
2,1,20280815,train,GG0118,CVB0114
2,1,20280815,train,GG0040,CVB0037
2,1,20280815,train,GG0004,CVB0004
2,1,20280815,train,GG0119,CVB0115
2,1,20280815,train,GG0120,CVB0116
2,1,20280815,train,GG0122,CVB0118
2,1,20280815,train,GG0123,CVB0119
2,1,20280815,train,GG0019,CVB0017
2,1,20280815,train,GG0124,CVB0120
2,1,20280815,train,GG0008,CVB0008
2,1,20280815,train,GG0125,CVB0121
2,1,20280815,train,GG0002,CVB0002
2,1,20280815,train,GG0015,CVB0002
2,1,20280815,train,GG0032,CVB0029
2,1,20280815,train,GG0023,CVB0020
2,1,20280815,train,GG0126,CVB0122
2,1,20280815,train,GG0006,CVB0006
2,1,20280815,train,GG0027,CVB0024
2,1,20280815,train,GG0127,CVB0123
2,1,20280815,train,GG0129,CVB0125
2,1,20280815,validation,GG0044,CVB0010
2,1,20280815,validation,GG0047,CVB0043
2,1,20280815,validation,GG0053,CVB0049
2,1,20280815,validation,GG0010,CVB0010
2,1,20280815,validation,GG0061,CVB0057
2,1,20280815,validation,GG0064,CVB0060
2,1,20280815,validation,GG0041,CVB0038
2,1,20280815,validation,GG0068,CVB0064
2,1,20280815,validation,GG0071,CVB0067
2,1,20280815,validation,GG0075,CVB0071
2,1,20280815,validation,GG0080,CVB0076
2,1,20280815,validation,GG0086,CVB0082
2,1,20280815,validation,GG0090,CVB0086
2,1,20280815,validation,GG0095,CVB0091
2,1,20280815,validation,GG0024,CVB0021
2,1,20280815,validation,GG0018,CVB0016
2,1,20280815,validation,GG0102,CVB0098
2,1,20280815,validation,GG0037,CVB0034
2,1,20280815,validation,GG0106,CVB0102
2,1,20280815,validation,GG0029,CVB0026
2,1,20280815,validation,GG0110,CVB0106
2,1,20280815,validation,GG0030,CVB0027
2,1,20280815,validation,GG0116,CVB0112
2,1,20280815,validation,GG0121,CVB0117
2,1,20280815,validation,GG0128,CVB0124
2,2,20280815,train,GG0043,CVB0040
2,2,20280815,train,GG0044,CVB0010
2,2,20280815,train,GG0045,CVB0041
2,2,20280815,train,GG0003,CVB0003
2,2,20280815,train,GG0007,CVB0007
2,2,20280815,train,GG0020,CVB0018
2,2,20280815,train,GG0034,CVB0031
2,2,20280815,train,GG0046,CVB0042
2,2,20280815,train,GG0035,CVB0032
2,2,20280815,train,GG0047,CVB0043
2,2,20280815,train,GG0049,CVB0045
2,2,20280815,train,GG0050,CVB0046
2,2,20280815,train,GG0051,CVB0047
2,2,20280815,train,GG0052,CVB0048
2,2,20280815,train,GG0053,CVB0049
2,2,20280815,train,GG0055,CVB0051
2,2,20280815,train,GG0056,CVB0052
2,2,20280815,train,GG0010,CVB0010
2,2,20280815,train,GG0028,CVB0025
2,2,20280815,train,GG0058,CVB0054
2,2,20280815,train,GG0059,CVB0055
2,2,20280815,train,GG0061,CVB0057
2,2,20280815,train,GG0014,CVB0014
2,2,20280815,train,GG0062,CVB0058
2,2,20280815,train,GG0013,CVB0013
2,2,20280815,train,GG0026,CVB0023
2,2,20280815,train,GG0064,CVB0060
2,2,20280815,train,GG0041,CVB0038
2,2,20280815,train,GG0066,CVB0062
2,2,20280815,train,GG0067,CVB0063
2,2,20280815,train,GG0068,CVB0064
2,2,20280815,train,GG0036,CVB0033
2,2,20280815,train,GG0069,CVB0065
2,2,20280815,train,GG0070,CVB0066
2,2,20280815,train,GG0039,CVB0036
2,2,20280815,train,GG0071,CVB0067
2,2,20280815,train,GG0073,CVB0069
2,2,20280815,train,GG0074,CVB0070
2,2,20280815,train,GG0075,CVB0071
2,2,20280815,train,GG0077,CVB0073
2,2,20280815,train,GG0078,CVB0074
2,2,20280815,train,GG0079,CVB0075
2,2,20280815,train,GG0080,CVB0076
2,2,20280815,train,GG0081,CVB0077
2,2,20280815,train,GG0083,CVB0079
2,2,20280815,train,GG0084,CVB0080
2,2,20280815,train,GG0086,CVB0082
2,2,20280815,train,GG0087,CVB0083
2,2,20280815,train,GG0088,CVB0084
2,2,20280815,train,GG0089,CVB0085
2,2,20280815,train,GG0090,CVB0086
2,2,20280815,train,GG0092,CVB0088
2,2,20280815,train,GG0093,CVB0089
2,2,20280815,train,GG0094,CVB0090
2,2,20280815,train,GG0095,CVB0091
2,2,20280815,train,GG0097,CVB0093
2,2,20280815,train,GG0098,CVB0094
2,2,20280815,train,GG0024,CVB0021
2,2,20280815,train,GG0099,CVB0095
2,2,20280815,train,GG0100,CVB0096
2,2,20280815,train,GG0018,CVB0016
2,2,20280815,train,GG0101,CVB0097
2,2,20280815,train,GG0102,CVB0098
2,2,20280815,train,GG0037,CVB0034
2,2,20280815,train,GG0104,CVB0100
2,2,20280815,train,GG0105,CVB0101
2,2,20280815,train,GG0106,CVB0102
2,2,20280815,train,GG0029,CVB0026
2,2,20280815,train,GG0108,CVB0104
2,2,20280815,train,GG0109,CVB0105
2,2,20280815,train,GG0110,CVB0106
2,2,20280815,train,GG0030,CVB0027
2,2,20280815,train,GG0009,CVB0009
2,2,20280815,train,GG0112,CVB0108
2,2,20280815,train,GG0113,CVB0109
2,2,20280815,train,GG0114,CVB0110
2,2,20280815,train,GG0115,CVB0111
2,2,20280815,train,GG0116,CVB0112
2,2,20280815,train,GG0118,CVB0114
2,2,20280815,train,GG0040,CVB0037
2,2,20280815,train,GG0004,CVB0004
2,2,20280815,train,GG0119,CVB0115
2,2,20280815,train,GG0120,CVB0116
2,2,20280815,train,GG0121,CVB0117
2,2,20280815,train,GG0123,CVB0119
2,2,20280815,train,GG0019,CVB0017
2,2,20280815,train,GG0124,CVB0120
2,2,20280815,train,GG0008,CVB0008
2,2,20280815,train,GG0002,CVB0002
2,2,20280815,train,GG0015,CVB0002
2,2,20280815,train,GG0032,CVB0029
2,2,20280815,train,GG0023,CVB0020
2,2,20280815,train,GG0126,CVB0122
2,2,20280815,train,GG0006,CVB0006
2,2,20280815,train,GG0027,CVB0024
2,2,20280815,train,GG0127,CVB0123
2,2,20280815,train,GG0128,CVB0124
2,2,20280815,train,GG0129,CVB0125
2,2,20280815,validation,GG0001,CVB0001
2,2,20280815,validation,GG0042,CVB0039
2,2,20280815,validation,GG0038,CVB0035
2,2,20280815,validation,GG0048,CVB0044
2,2,20280815,validation,GG0025,CVB0022
2,2,20280815,validation,GG0054,CVB0050
2,2,20280815,validation,GG0057,CVB0053
2,2,20280815,validation,GG0012,CVB0012
2,2,20280815,validation,GG0016,CVB0015
2,2,20280815,validation,GG0065,CVB0061
2,2,20280815,validation,GG0072,CVB0068
2,2,20280815,validation,GG0031,CVB0028
2,2,20280815,validation,GG0076,CVB0072
2,2,20280815,validation,GG0082,CVB0078
2,2,20280815,validation,GG0085,CVB0081
2,2,20280815,validation,GG0091,CVB0087
2,2,20280815,validation,GG0096,CVB0092
2,2,20280815,validation,GG0103,CVB0099
2,2,20280815,validation,GG0107,CVB0103
2,2,20280815,validation,GG0111,CVB0107
2,2,20280815,validation,GG0005,CVB0005
2,2,20280815,validation,GG0117,CVB0113
2,2,20280815,validation,GG0122,CVB0118
2,2,20280815,validation,GG0125,CVB0121
2,3,20280815,train,GG0001,CVB0001
2,3,20280815,train,GG0042,CVB0039
2,3,20280815,train,GG0044,CVB0010
2,3,20280815,train,GG0045,CVB0041
2,3,20280815,train,GG0003,CVB0003
2,3,20280815,train,GG0038,CVB0035
2,3,20280815,train,GG0007,CVB0007
2,3,20280815,train,GG0020,CVB0018
2,3,20280815,train,GG0046,CVB0042
2,3,20280815,train,GG0035,CVB0032
2,3,20280815,train,GG0047,CVB0043
2,3,20280815,train,GG0048,CVB0044
2,3,20280815,train,GG0025,CVB0022
2,3,20280815,train,GG0050,CVB0046
2,3,20280815,train,GG0051,CVB0047
2,3,20280815,train,GG0052,CVB0048
2,3,20280815,train,GG0053,CVB0049
2,3,20280815,train,GG0054,CVB0050
2,3,20280815,train,GG0056,CVB0052
2,3,20280815,train,GG0057,CVB0053
2,3,20280815,train,GG0010,CVB0010
2,3,20280815,train,GG0028,CVB0025
2,3,20280815,train,GG0058,CVB0054
2,3,20280815,train,GG0012,CVB0012
2,3,20280815,train,GG0059,CVB0055
2,3,20280815,train,GG0061,CVB0057
2,3,20280815,train,GG0014,CVB0014
2,3,20280815,train,GG0016,CVB0015
2,3,20280815,train,GG0013,CVB0013
2,3,20280815,train,GG0064,CVB0060
2,3,20280815,train,GG0041,CVB0038
2,3,20280815,train,GG0065,CVB0061
2,3,20280815,train,GG0066,CVB0062
2,3,20280815,train,GG0067,CVB0063
2,3,20280815,train,GG0068,CVB0064
2,3,20280815,train,GG0036,CVB0033
2,3,20280815,train,GG0070,CVB0066
2,3,20280815,train,GG0071,CVB0067
2,3,20280815,train,GG0072,CVB0068
2,3,20280815,train,GG0074,CVB0070
2,3,20280815,train,GG0075,CVB0071
2,3,20280815,train,GG0031,CVB0028
2,3,20280815,train,GG0076,CVB0072
2,3,20280815,train,GG0078,CVB0074
2,3,20280815,train,GG0079,CVB0075
2,3,20280815,train,GG0080,CVB0076
2,3,20280815,train,GG0081,CVB0077
2,3,20280815,train,GG0082,CVB0078
2,3,20280815,train,GG0084,CVB0080
2,3,20280815,train,GG0085,CVB0081
2,3,20280815,train,GG0086,CVB0082
2,3,20280815,train,GG0088,CVB0084
2,3,20280815,train,GG0089,CVB0085
2,3,20280815,train,GG0090,CVB0086
2,3,20280815,train,GG0091,CVB0087
2,3,20280815,train,GG0093,CVB0089
2,3,20280815,train,GG0094,CVB0090
2,3,20280815,train,GG0095,CVB0091
2,3,20280815,train,GG0096,CVB0092
2,3,20280815,train,GG0098,CVB0094
2,3,20280815,train,GG0024,CVB0021
2,3,20280815,train,GG0099,CVB0095
2,3,20280815,train,GG0018,CVB0016
2,3,20280815,train,GG0101,CVB0097
2,3,20280815,train,GG0102,CVB0098
2,3,20280815,train,GG0037,CVB0034
2,3,20280815,train,GG0103,CVB0099
2,3,20280815,train,GG0104,CVB0100
2,3,20280815,train,GG0105,CVB0101
2,3,20280815,train,GG0106,CVB0102
2,3,20280815,train,GG0029,CVB0026
2,3,20280815,train,GG0107,CVB0103
2,3,20280815,train,GG0109,CVB0105
2,3,20280815,train,GG0110,CVB0106
2,3,20280815,train,GG0111,CVB0107
2,3,20280815,train,GG0030,CVB0027
2,3,20280815,train,GG0005,CVB0005
2,3,20280815,train,GG0112,CVB0108
2,3,20280815,train,GG0114,CVB0110
2,3,20280815,train,GG0115,CVB0111
2,3,20280815,train,GG0116,CVB0112
2,3,20280815,train,GG0117,CVB0113
2,3,20280815,train,GG0040,CVB0037
2,3,20280815,train,GG0004,CVB0004
2,3,20280815,train,GG0119,CVB0115
2,3,20280815,train,GG0120,CVB0116
2,3,20280815,train,GG0121,CVB0117
2,3,20280815,train,GG0122,CVB0118
2,3,20280815,train,GG0019,CVB0017
2,3,20280815,train,GG0124,CVB0120
2,3,20280815,train,GG0008,CVB0008
2,3,20280815,train,GG0125,CVB0121
2,3,20280815,train,GG0032,CVB0029
2,3,20280815,train,GG0126,CVB0122
2,3,20280815,train,GG0027,CVB0024
2,3,20280815,train,GG0127,CVB0123
2,3,20280815,train,GG0128,CVB0124
2,3,20280815,validation,GG0043,CVB0040
2,3,20280815,validation,GG0034,CVB0031
2,3,20280815,validation,GG0049,CVB0045
2,3,20280815,validation,GG0055,CVB0051
2,3,20280815,validation,GG0062,CVB0058
2,3,20280815,validation,GG0026,CVB0023
2,3,20280815,validation,GG0069,CVB0065
2,3,20280815,validation,GG0039,CVB0036
2,3,20280815,validation,GG0073,CVB0069
2,3,20280815,validation,GG0077,CVB0073
2,3,20280815,validation,GG0083,CVB0079
2,3,20280815,validation,GG0087,CVB0083
2,3,20280815,validation,GG0092,CVB0088
2,3,20280815,validation,GG0097,CVB0093
2,3,20280815,validation,GG0100,CVB0096
2,3,20280815,validation,GG0108,CVB0104
2,3,20280815,validation,GG0009,CVB0009
2,3,20280815,validation,GG0113,CVB0109
2,3,20280815,validation,GG0118,CVB0114
2,3,20280815,validation,GG0123,CVB0119
2,3,20280815,validation,GG0002,CVB0002
2,3,20280815,validation,GG0015,CVB0002
2,3,20280815,validation,GG0023,CVB0020
2,3,20280815,validation,GG0006,CVB0006
2,3,20280815,validation,GG0129,CVB0125
2,4,20280815,train,GG0001,CVB0001
2,4,20280815,train,GG0042,CVB0039
2,4,20280815,train,GG0043,CVB0040
2,4,20280815,train,GG0044,CVB0010
2,4,20280815,train,GG0038,CVB0035
2,4,20280815,train,GG0034,CVB0031
2,4,20280815,train,GG0046,CVB0042
2,4,20280815,train,GG0035,CVB0032
2,4,20280815,train,GG0047,CVB0043
2,4,20280815,train,GG0048,CVB0044
2,4,20280815,train,GG0049,CVB0045
2,4,20280815,train,GG0025,CVB0022
2,4,20280815,train,GG0050,CVB0046
2,4,20280815,train,GG0053,CVB0049
2,4,20280815,train,GG0054,CVB0050
2,4,20280815,train,GG0055,CVB0051
2,4,20280815,train,GG0056,CVB0052
2,4,20280815,train,GG0057,CVB0053
2,4,20280815,train,GG0010,CVB0010
2,4,20280815,train,GG0028,CVB0025
2,4,20280815,train,GG0012,CVB0012
2,4,20280815,train,GG0059,CVB0055
2,4,20280815,train,GG0061,CVB0057
2,4,20280815,train,GG0014,CVB0014
2,4,20280815,train,GG0016,CVB0015
2,4,20280815,train,GG0062,CVB0058
2,4,20280815,train,GG0026,CVB0023
2,4,20280815,train,GG0064,CVB0060
2,4,20280815,train,GG0041,CVB0038
2,4,20280815,train,GG0065,CVB0061
2,4,20280815,train,GG0067,CVB0063
2,4,20280815,train,GG0068,CVB0064
2,4,20280815,train,GG0036,CVB0033
2,4,20280815,train,GG0069,CVB0065
2,4,20280815,train,GG0070,CVB0066
2,4,20280815,train,GG0039,CVB0036
2,4,20280815,train,GG0071,CVB0067
2,4,20280815,train,GG0072,CVB0068
2,4,20280815,train,GG0073,CVB0069
2,4,20280815,train,GG0075,CVB0071
2,4,20280815,train,GG0031,CVB0028
2,4,20280815,train,GG0076,CVB0072
2,4,20280815,train,GG0077,CVB0073
2,4,20280815,train,GG0078,CVB0074
2,4,20280815,train,GG0080,CVB0076
2,4,20280815,train,GG0082,CVB0078
2,4,20280815,train,GG0083,CVB0079
2,4,20280815,train,GG0084,CVB0080
2,4,20280815,train,GG0085,CVB0081
2,4,20280815,train,GG0086,CVB0082
2,4,20280815,train,GG0087,CVB0083
2,4,20280815,train,GG0089,CVB0085
2,4,20280815,train,GG0090,CVB0086
2,4,20280815,train,GG0091,CVB0087
2,4,20280815,train,GG0092,CVB0088
2,4,20280815,train,GG0094,CVB0090
2,4,20280815,train,GG0095,CVB0091
2,4,20280815,train,GG0096,CVB0092
2,4,20280815,train,GG0097,CVB0093
2,4,20280815,train,GG0024,CVB0021
2,4,20280815,train,GG0099,CVB0095
2,4,20280815,train,GG0100,CVB0096
2,4,20280815,train,GG0018,CVB0016
2,4,20280815,train,GG0102,CVB0098
2,4,20280815,train,GG0037,CVB0034
2,4,20280815,train,GG0103,CVB0099
2,4,20280815,train,GG0104,CVB0100
2,4,20280815,train,GG0105,CVB0101
2,4,20280815,train,GG0106,CVB0102
2,4,20280815,train,GG0029,CVB0026
2,4,20280815,train,GG0107,CVB0103
2,4,20280815,train,GG0108,CVB0104
2,4,20280815,train,GG0110,CVB0106
2,4,20280815,train,GG0111,CVB0107
2,4,20280815,train,GG0030,CVB0027
2,4,20280815,train,GG0005,CVB0005
2,4,20280815,train,GG0009,CVB0009
2,4,20280815,train,GG0112,CVB0108
2,4,20280815,train,GG0113,CVB0109
2,4,20280815,train,GG0115,CVB0111
2,4,20280815,train,GG0116,CVB0112
2,4,20280815,train,GG0117,CVB0113
2,4,20280815,train,GG0118,CVB0114
2,4,20280815,train,GG0004,CVB0004
2,4,20280815,train,GG0120,CVB0116
2,4,20280815,train,GG0121,CVB0117
2,4,20280815,train,GG0122,CVB0118
2,4,20280815,train,GG0123,CVB0119
2,4,20280815,train,GG0019,CVB0017
2,4,20280815,train,GG0008,CVB0008
2,4,20280815,train,GG0125,CVB0121
2,4,20280815,train,GG0002,CVB0002
2,4,20280815,train,GG0015,CVB0002
2,4,20280815,train,GG0023,CVB0020
2,4,20280815,train,GG0006,CVB0006
2,4,20280815,train,GG0127,CVB0123
2,4,20280815,train,GG0128,CVB0124
2,4,20280815,train,GG0129,CVB0125
2,4,20280815,validation,GG0045,CVB0041
2,4,20280815,validation,GG0003,CVB0003
2,4,20280815,validation,GG0007,CVB0007
2,4,20280815,validation,GG0020,CVB0018
2,4,20280815,validation,GG0051,CVB0047
2,4,20280815,validation,GG0052,CVB0048
2,4,20280815,validation,GG0058,CVB0054
2,4,20280815,validation,GG0013,CVB0013
2,4,20280815,validation,GG0066,CVB0062
2,4,20280815,validation,GG0074,CVB0070
2,4,20280815,validation,GG0079,CVB0075
2,4,20280815,validation,GG0081,CVB0077
2,4,20280815,validation,GG0088,CVB0084
2,4,20280815,validation,GG0093,CVB0089
2,4,20280815,validation,GG0098,CVB0094
2,4,20280815,validation,GG0101,CVB0097
2,4,20280815,validation,GG0109,CVB0105
2,4,20280815,validation,GG0114,CVB0110
2,4,20280815,validation,GG0040,CVB0037
2,4,20280815,validation,GG0119,CVB0115
2,4,20280815,validation,GG0124,CVB0120
2,4,20280815,validation,GG0032,CVB0029
2,4,20280815,validation,GG0126,CVB0122
2,4,20280815,validation,GG0027,CVB0024
2,5,20280815,train,GG0001,CVB0001
2,5,20280815,train,GG0042,CVB0039
2,5,20280815,train,GG0043,CVB0040
2,5,20280815,train,GG0044,CVB0010
2,5,20280815,train,GG0045,CVB0041
2,5,20280815,train,GG0003,CVB0003
2,5,20280815,train,GG0038,CVB0035
2,5,20280815,train,GG0007,CVB0007
2,5,20280815,train,GG0020,CVB0018
2,5,20280815,train,GG0034,CVB0031
2,5,20280815,train,GG0047,CVB0043
2,5,20280815,train,GG0048,CVB0044
2,5,20280815,train,GG0049,CVB0045
2,5,20280815,train,GG0025,CVB0022
2,5,20280815,train,GG0051,CVB0047
2,5,20280815,train,GG0052,CVB0048
2,5,20280815,train,GG0053,CVB0049
2,5,20280815,train,GG0054,CVB0050
2,5,20280815,train,GG0055,CVB0051
2,5,20280815,train,GG0057,CVB0053
2,5,20280815,train,GG0010,CVB0010
2,5,20280815,train,GG0058,CVB0054
2,5,20280815,train,GG0012,CVB0012
2,5,20280815,train,GG0061,CVB0057
2,5,20280815,train,GG0016,CVB0015
2,5,20280815,train,GG0062,CVB0058
2,5,20280815,train,GG0013,CVB0013
2,5,20280815,train,GG0026,CVB0023
2,5,20280815,train,GG0064,CVB0060
2,5,20280815,train,GG0041,CVB0038
2,5,20280815,train,GG0065,CVB0061
2,5,20280815,train,GG0066,CVB0062
2,5,20280815,train,GG0068,CVB0064
2,5,20280815,train,GG0069,CVB0065
2,5,20280815,train,GG0039,CVB0036
2,5,20280815,train,GG0071,CVB0067
2,5,20280815,train,GG0072,CVB0068
2,5,20280815,train,GG0073,CVB0069
2,5,20280815,train,GG0074,CVB0070
2,5,20280815,train,GG0075,CVB0071
2,5,20280815,train,GG0031,CVB0028
2,5,20280815,train,GG0076,CVB0072
2,5,20280815,train,GG0077,CVB0073
2,5,20280815,train,GG0079,CVB0075
2,5,20280815,train,GG0080,CVB0076
2,5,20280815,train,GG0081,CVB0077
2,5,20280815,train,GG0082,CVB0078
2,5,20280815,train,GG0083,CVB0079
2,5,20280815,train,GG0085,CVB0081
2,5,20280815,train,GG0086,CVB0082
2,5,20280815,train,GG0087,CVB0083
2,5,20280815,train,GG0088,CVB0084
2,5,20280815,train,GG0090,CVB0086
2,5,20280815,train,GG0091,CVB0087
2,5,20280815,train,GG0092,CVB0088
2,5,20280815,train,GG0093,CVB0089
2,5,20280815,train,GG0095,CVB0091
2,5,20280815,train,GG0096,CVB0092
2,5,20280815,train,GG0097,CVB0093
2,5,20280815,train,GG0098,CVB0094
2,5,20280815,train,GG0024,CVB0021
2,5,20280815,train,GG0100,CVB0096
2,5,20280815,train,GG0018,CVB0016
2,5,20280815,train,GG0101,CVB0097
2,5,20280815,train,GG0102,CVB0098
2,5,20280815,train,GG0037,CVB0034
2,5,20280815,train,GG0103,CVB0099
2,5,20280815,train,GG0106,CVB0102
2,5,20280815,train,GG0029,CVB0026
2,5,20280815,train,GG0107,CVB0103
2,5,20280815,train,GG0108,CVB0104
2,5,20280815,train,GG0109,CVB0105
2,5,20280815,train,GG0110,CVB0106
2,5,20280815,train,GG0111,CVB0107
2,5,20280815,train,GG0030,CVB0027
2,5,20280815,train,GG0005,CVB0005
2,5,20280815,train,GG0009,CVB0009
2,5,20280815,train,GG0113,CVB0109
2,5,20280815,train,GG0114,CVB0110
2,5,20280815,train,GG0116,CVB0112
2,5,20280815,train,GG0117,CVB0113
2,5,20280815,train,GG0118,CVB0114
2,5,20280815,train,GG0040,CVB0037
2,5,20280815,train,GG0119,CVB0115
2,5,20280815,train,GG0121,CVB0117
2,5,20280815,train,GG0122,CVB0118
2,5,20280815,train,GG0123,CVB0119
2,5,20280815,train,GG0124,CVB0120
2,5,20280815,train,GG0125,CVB0121
2,5,20280815,train,GG0002,CVB0002
2,5,20280815,train,GG0015,CVB0002
2,5,20280815,train,GG0032,CVB0029
2,5,20280815,train,GG0023,CVB0020
2,5,20280815,train,GG0126,CVB0122
2,5,20280815,train,GG0006,CVB0006
2,5,20280815,train,GG0027,CVB0024
2,5,20280815,train,GG0128,CVB0124
2,5,20280815,train,GG0129,CVB0125
2,5,20280815,validation,GG0046,CVB0042
2,5,20280815,validation,GG0035,CVB0032
2,5,20280815,validation,GG0050,CVB0046
2,5,20280815,validation,GG0056,CVB0052
2,5,20280815,validation,GG0028,CVB0025
2,5,20280815,validation,GG0059,CVB0055
2,5,20280815,validation,GG0014,CVB0014
2,5,20280815,validation,GG0067,CVB0063
2,5,20280815,validation,GG0036,CVB0033
2,5,20280815,validation,GG0070,CVB0066
2,5,20280815,validation,GG0078,CVB0074
2,5,20280815,validation,GG0084,CVB0080
2,5,20280815,validation,GG0089,CVB0085
2,5,20280815,validation,GG0094,CVB0090
2,5,20280815,validation,GG0099,CVB0095
2,5,20280815,validation,GG0104,CVB0100
2,5,20280815,validation,GG0105,CVB0101
2,5,20280815,validation,GG0112,CVB0108
2,5,20280815,validation,GG0115,CVB0111
2,5,20280815,validation,GG0004,CVB0004
2,5,20280815,validation,GG0120,CVB0116
2,5,20280815,validation,GG0019,CVB0017
2,5,20280815,validation,GG0008,CVB0008
2,5,20280815,validation,GG0127,CVB0123
3,1,20290815,train,GG0001,CVB0001
3,1,20290815,train,GG0042,CVB0039
3,1,20290815,train,GG0043,CVB0040
3,1,20290815,train,GG0045,CVB0041
3,1,20290815,train,GG0003,CVB0003
3,1,20290815,train,GG0038,CVB0035
3,1,20290815,train,GG0007,CVB0007
3,1,20290815,train,GG0020,CVB0018
3,1,20290815,train,GG0034,CVB0031
3,1,20290815,train,GG0046,CVB0042
3,1,20290815,train,GG0047,CVB0043
3,1,20290815,train,GG0048,CVB0044
3,1,20290815,train,GG0050,CVB0046
3,1,20290815,train,GG0052,CVB0048
3,1,20290815,train,GG0053,CVB0049
3,1,20290815,train,GG0054,CVB0050
3,1,20290815,train,GG0055,CVB0051
3,1,20290815,train,GG0057,CVB0053
3,1,20290815,train,GG0028,CVB0025
3,1,20290815,train,GG0058,CVB0054
3,1,20290815,train,GG0012,CVB0012
3,1,20290815,train,GG0059,CVB0055
3,1,20290815,train,GG0061,CVB0057
3,1,20290815,train,GG0014,CVB0014
3,1,20290815,train,GG0013,CVB0013
3,1,20290815,train,GG0026,CVB0023
3,1,20290815,train,GG0064,CVB0060
3,1,20290815,train,GG0041,CVB0038
3,1,20290815,train,GG0065,CVB0061
3,1,20290815,train,GG0066,CVB0062
3,1,20290815,train,GG0067,CVB0063
3,1,20290815,train,GG0068,CVB0064
3,1,20290815,train,GG0036,CVB0033
3,1,20290815,train,GG0070,CVB0066
3,1,20290815,train,GG0039,CVB0036
3,1,20290815,train,GG0071,CVB0067
3,1,20290815,train,GG0072,CVB0068
3,1,20290815,train,GG0074,CVB0070
3,1,20290815,train,GG0075,CVB0071
3,1,20290815,train,GG0031,CVB0028
3,1,20290815,train,GG0076,CVB0072
3,1,20290815,train,GG0077,CVB0073
3,1,20290815,train,GG0079,CVB0075
3,1,20290815,train,GG0080,CVB0076
3,1,20290815,train,GG0081,CVB0077
3,1,20290815,train,GG0082,CVB0078
3,1,20290815,train,GG0084,CVB0080
3,1,20290815,train,GG0085,CVB0081
3,1,20290815,train,GG0086,CVB0082
3,1,20290815,train,GG0087,CVB0083
3,1,20290815,train,GG0090,CVB0086
3,1,20290815,train,GG0091,CVB0087
3,1,20290815,train,GG0092,CVB0088
3,1,20290815,train,GG0093,CVB0089
3,1,20290815,train,GG0095,CVB0091
3,1,20290815,train,GG0096,CVB0092
3,1,20290815,train,GG0097,CVB0093
3,1,20290815,train,GG0098,CVB0094
3,1,20290815,train,GG0024,CVB0021
3,1,20290815,train,GG0100,CVB0096
3,1,20290815,train,GG0018,CVB0016
3,1,20290815,train,GG0101,CVB0097
3,1,20290815,train,GG0102,CVB0098
3,1,20290815,train,GG0037,CVB0034
3,1,20290815,train,GG0103,CVB0099
3,1,20290815,train,GG0104,CVB0100
3,1,20290815,train,GG0106,CVB0102
3,1,20290815,train,GG0107,CVB0103
3,1,20290815,train,GG0108,CVB0104
3,1,20290815,train,GG0109,CVB0105
3,1,20290815,train,GG0111,CVB0107
3,1,20290815,train,GG0030,CVB0027
3,1,20290815,train,GG0005,CVB0005
3,1,20290815,train,GG0009,CVB0009
3,1,20290815,train,GG0112,CVB0108
3,1,20290815,train,GG0113,CVB0109
3,1,20290815,train,GG0114,CVB0110
3,1,20290815,train,GG0116,CVB0112
3,1,20290815,train,GG0117,CVB0113
3,1,20290815,train,GG0118,CVB0114
3,1,20290815,train,GG0004,CVB0004
3,1,20290815,train,GG0119,CVB0115
3,1,20290815,train,GG0121,CVB0117
3,1,20290815,train,GG0122,CVB0118
3,1,20290815,train,GG0123,CVB0119
3,1,20290815,train,GG0019,CVB0017
3,1,20290815,train,GG0124,CVB0120
3,1,20290815,train,GG0008,CVB0008
3,1,20290815,train,GG0002,CVB0002
3,1,20290815,train,GG0015,CVB0002
3,1,20290815,train,GG0032,CVB0029
3,1,20290815,train,GG0023,CVB0020
3,1,20290815,train,GG0126,CVB0122
3,1,20290815,train,GG0006,CVB0006
3,1,20290815,train,GG0027,CVB0024
3,1,20290815,train,GG0127,CVB0123
