Record ID,Granite type,Geological Group ID,reported_type_normalized,filter_status
R0813,S,GG0034,S,retained
R0814,S,GG0034,S,retained
R0815,S,GG0034,S,retained
R0816,S,GG0034,S,retained
R0817,S,GG0034,S,retained
R0818,S,GG0034,S,retained
R0819,S,GG0034,S,retained
R0820,S,GG0034,S,retained
R0821,S,GG0034,S,retained
R0822,S,GG0034,S,retained
R0823,S,GG0034,S,retained
R0824,S,GG0034,S,retained
R0825,S,GG0034,S,retained
R0826,S,GG0034,S,retained
R0827,S,GG0034,S,retained
R0828,S,GG0034,S,retained
R0829,S,GG0034,S,retained
R0830,S,GG0034,S,retained
R0831,S,GG0034,S,retained
R0832,S,GG0046,S,retained
R0833,S,GG0046,S,retained
R0834,S,GG0046,S,retained
R0835,S,GG0046,S,retained
R0836,S,GG0046,S,retained
R0837,S,GG0046,S,retained
R0838,S,GG0046,S,retained
R0839,S,GG0046,S,retained
R0840,S,GG0034,S,retained
R0841,S,GG0034,S,retained
R0842,S,GG0034,S,retained
R0843,S,GG0034,S,retained
R0844,S,GG0034,S,retained
R0845,S,GG0034,S,retained
R0846,I,GG0033,I,excluded_group_protocol
R0847,I,GG0033,I,excluded_group_protocol
R0848,I,GG0033,I,excluded_group_protocol
R0849,I,GG0033,I,excluded_group_protocol
R0850,I,GG0033,I,excluded_group_protocol
R0851,I,GG0033,I,excluded_group_protocol
R0852,I,GG0033,I,excluded_group_protocol
R0853,I,GG0033,I,excluded_group_protocol
R0854,I,GG0033,I,excluded_group_protocol
R0855,I,GG0033,I,excluded_group_protocol
R0856,I,GG0033,I,excluded_group_protocol
R0857,I,GG0033,I,excluded_group_protocol
R0858,I,GG0033,I,excluded_group_protocol
R0859,I,GG0033,I,excluded_group_protocol
R0860,I,GG0033,I,excluded_group_protocol
R0861,I,GG0033,I,excluded_group_protocol
R0862,I,GG0033,I,excluded_group_protocol
R0863,I,GG0033,I,excluded_group_protocol
R0864,I,GG0033,I,excluded_group_protocol
R0865,I,GG0033,I,excluded_group_protocol
R0866,I,GG0033,I,excluded_group_protocol
R0867,I,GG0033,I,excluded_group_protocol
R0868,I,GG0033,I,excluded_group_protocol
R0869,I,GG0033,I,excluded_group_protocol
R0870,I,GG0033,I,excluded_group_protocol
R0871,I,GG0033,I,excluded_group_protocol
R0872,I,GG0033,I,excluded_group_protocol
R0873,I,GG0033,I,excluded_group_protocol
R0874,I,GG0033,I,excluded_group_protocol
R0875,I,GG0033,I,excluded_group_protocol
R0876,I,GG0033,I,excluded_group_protocol
R0877,I,GG0033,I,excluded_group_protocol
R0878,I,GG0033,I,excluded_group_protocol
R0879,A,GG0014,A,retained
R0880,A,GG0014,A,retained
R0881,A,GG0014,A,retained
R0882,A,GG0014,A,retained
R0883,A,GG0014,A,retained
R0884,A,GG0014,A,retained
R0885,A,GG0014,A,retained
R0886,A,GG0014,A,retained
R0887,A,GG0014,A,retained
R0888,A,GG0014,A,retained
R0889,A,GG0014,A,retained
R0890,A,GG0014,A,retained
R0891,A,GG0014,A,retained
R0892,A,GG0014,A,retained
R0893,A,GG0014,A,retained
R0894,A,GG0016,A,retained
R0895,A,GG0016,A,retained
R0896,A,GG0016,A,retained
R0897,A,GG0016,A,retained
R0898,A,GG0016,A,retained
R0899,A,GG0016,A,retained
R0900,A,GG0016,A,retained
R0901,I,GG0062,I,retained
R0902,I,GG0062,I,retained
R0903,I,GG0062,I,retained
R0904,I,GG0062,I,retained
R0905,I,GG0062,I,retained
R0906,I,GG0062,I,retained
R0907,I,GG0062,I,retained
R0908,I,GG0013,I,retained
R0909,I,GG0013,I,retained
R0910,I,GG0013,I,retained
R0911,I,GG0013,I,retained
R0912,I,GG0013,I,retained
R0913,I,GG0013,I,retained
R0914,I,GG0013,I,retained
R0915,I,GG0013,I,retained
R0916,A,GG0063,A,excluded_group_protocol
R0917,A,GG0063,A,excluded_group_protocol
R0918,A,GG0063,A,excluded_group_protocol
R0919,A,GG0063,A,excluded_group_protocol
R0920,A,GG0063,A,excluded_group_protocol
R0921,A,GG0063,A,excluded_group_protocol
R0922,A,GG0063,A,excluded_group_protocol
R0923,A,GG0063,A,excluded_group_protocol
R0924,A,GG0063,A,excluded_group_protocol
R0925,A,GG0063,A,excluded_group_protocol
R0926,A,GG0063,A,excluded_group_protocol
R0927,A,GG0063,A,excluded_group_protocol
R0928,A,GG0063,A,excluded_group_protocol
R0929,A,GG0063,A,excluded_group_protocol
R0930,A,GG0063,A,excluded_group_protocol
R0931,A,GG0063,A,excluded_group_protocol
R0932,A,GG0063,A,excluded_group_protocol
R0933,A,GG0063,A,excluded_group_protocol
R0934,A,GG0011,A,retained
R0935,A,GG0011,A,retained
R0936,A,GG0011,A,retained
R0937,A,GG0011,A,retained
R0938,A,GG0011,A,retained
R0939,A,GG0011,A,retained
R0940,A,GG0011,A,retained
R0941,A,GG0011,A,retained
R0942,A,GG0011,A,retained
R0943,A,GG0011,A,retained
R0944,A,GG0026,A,retained
R0945,A,GG0026,A,retained
R0946,A,GG0026,A,retained
R0947,A,GG0026,A,retained
R0948,A,GG0026,A,retained
R0949,A,GG0026,A,retained
R0950,A,GG0026,A,retained
R0951,A,GG0026,A,retained
R0952,A,GG0064,A,retained
R0953,A,GG0064,A,retained
R0954,A,GG0064,A,retained
R0955,A,GG0064,A,retained
R0956,A,GG0064,A,retained
R0957,I,GG0013,I,retained
R0958,I,GG0013,I,retained
R0959,I,GG0013,I,retained
R0960,I,GG0013,I,retained
R0961,I,GG0013,I,retained
R0962,I,GG0013,I,retained
R0963,I,GG0013,I,retained
R0964,I,GG0013,I,retained
R0965,S,GG0041,S,retained
R0966,S,GG0041,S,retained
R0967,S,GG0041,S,retained
R0968,S,GG0041,S,retained
R0969,S,GG0041,S,retained
R0970,S,GG0041,S,retained
R0971,S,GG0041,S,retained
R0972,S,GG0041,S,retained
R0973,S,GG0041,S,retained
R0974,S,GG0041,S,retained
R0975,S,GG0041,S,retained
R0976,S,GG0041,S,retained
R0977,S,GG0041,S,retained
R0978,S,GG0041,S,retained
R0979,S,GG0041,S,retained
R0980,S,GG0041,S,retained
R0981,S,GG0041,S,retained
R0982,S,GG0041,S,retained
R0983,S,GG0041,S,retained
R0984,S,GG0041,S,retained
R0985,S,GG0041,S,retained
R0986,I,GG0065,I,excluded_group_protocol
R0987,I,GG0065,I,excluded_group_protocol
R0988,I,GG0065,I,excluded_group_protocol
R0989,I,GG0065,I,excluded_group_protocol
R0990,I,GG0065,I,excluded_group_protocol
R0991,I,GG0065,I,excluded_group_protocol
R0992,I,GG0065,I,excluded_group_protocol
R0993,I,GG0065,I,excluded_group_protocol
R0994,I,GG0065,I,excluded_group_protocol
R0995,I,GG0065,I,excluded_group_protocol
R0996,I,GG0065,I,excluded_group_protocol
R0997,A,GG0066,A,excluded_group_protocol
R0998,A,GG0066,A,excluded_group_protocol
R0999,A,GG0066,A,excluded_group_protocol
R1000,I,GG0022,I,excluded_group_protocol
R1001,I,GG0022,I,excluded_group_protocol
R1002,I,GG0022,I,excluded_group_protocol
R1003,I,GG0022,I,excluded_group_protocol
R1004,I,GG0022,I,excluded_group_protocol
R1005,I,GG0022,I,excluded_group_protocol
R1006,S,GG0067,S,retained
R1007,S,GG0067,S,retained
R1008,S,GG0067,S,retained
R1009,S,GG0067,S,retained
R1010,S,GG0067,S,retained
R1011,A,GG0068,A,excluded_group_protocol
R1012,A,GG0068,A,excluded_group_protocol
R1013,A,GG0068,A,excluded_group_protocol
R1014,A,GG0068,A,excluded_group_protocol
R1015,A,GG0068,A,excluded_group_protocol
R1016,I,GG0036,I,excluded_group_protocol
R1017,I,GG0036,I,excluded_group_protocol
R1018,I,GG0036,I,excluded_group_protocol
R1019,I,GG0036,I,excluded_group_protocol
R1020,I,GG0036,I,excluded_group_protocol
R1021,I,GG0036,I,excluded_group_protocol
R1022,I,GG0036,I,excluded_group_protocol
R1023,I,GG0036,I,excluded_group_protocol
R1024,I,GG0036,I,excluded_group_protocol
R1025,I,GG0036,I,excluded_group_protocol
R1026,I,GG0036,I,excluded_group_protocol
R1027,I,GG0036,I,excluded_group_protocol
R1028,I,GG0036,I,excluded_group_protocol
R1029,I,GG0036,I,excluded_group_protocol
R1030,I,GG0036,I,excluded_group_protocol
R1031,I,GG0036,I,excluded_group_protocol
R1032,I,GG0036,I,excluded_group_protocol
R1033,I,GG0036,I,excluded_group_protocol
R1034,I,GG0036,I,excluded_group_protocol
R1035,I,GG0036,I,excluded_group_protocol
R1036,I,GG0036,I,excluded_group_protocol
R1037,I,GG0036,I,excluded_group_protocol
R1038,I,GG0036,I,excluded_group_protocol
R1039,I,GG0036,I,excluded_group_protocol
R1040,I,GG0036,I,excluded_group_protocol
R1041,I,GG0036,I,excluded_group_protocol
R1042,I,GG0036,I,excluded_group_protocol
R1043,I,GG0036,I,excluded_group_protocol
R1044,I,GG0036,I,excluded_group_protocol
R1045,I,GG0036,I,excluded_group_protocol
R1046,I,GG0036,I,excluded_group_protocol
R1047,I,GG0036,I,excluded_group_protocol
R1048,A,GG0036,A,excluded_group_protocol
R1049,A,GG0036,A,excluded_group_protocol
R1050,A,GG0036,A,excluded_group_protocol
R1051,A,GG0036,A,excluded_group_protocol
R1052,A,GG0036,A,excluded_group_protocol
R1053,A,GG0036,A,excluded_group_protocol
R1054,A,GG0036,A,excluded_group_protocol
R1055,A,GG0036,A,excluded_group_protocol
R1056,A,GG0036,A,excluded_group_protocol
R1057,A,GG0036,A,excluded_group_protocol
R1058,A,GG0036,A,excluded_group_protocol
R1059,A,GG0036,A,excluded_group_protocol
R1060,A,GG0036,A,excluded_group_protocol
R1061,A,GG0036,A,excluded_group_protocol
R1062,A,GG0036,A,excluded_group_protocol
R1063,A,GG0036,A,excluded_group_protocol
R1064,A,GG0036,A,excluded_group_protocol
R1065,A,GG0036,A,excluded_group_protocol
R1066,A,GG0036,A,excluded_group_protocol
R1067,A,GG0036,A,excluded_group_protocol
R1068,A,GG0036,A,excluded_group_protocol
R1069,S,GG0069,S,excluded_group_protocol
R1070,S,GG0069,S,excluded_group_protocol
R1071,S,GG0069,S,excluded_group_protocol
R1072,S,GG0069,S,excluded_group_protocol
R1073,S,GG0070,S,retained
R1074,S,GG0070,S,retained
R1075,S,GG0070,S,retained
R1076,S,GG0070,S,retained
R1077,S,GG0070,S,retained
R1078,S,GG0070,S,retained
R1079,S,GG0070,S,retained
R1080,S,GG0070,S,retained
R1081,S,GG0070,S,retained
R1082,S,GG0070,S,retained
R1083,S,GG0070,S,retained
R1084,S,GG0070,S,retained
R1085,S,GG0070,S,retained
R1086,S,GG0070,S,retained
R1087,S,GG0039,S,excluded_weak_mixed_group_minority
R1088,S,GG0039,S,excluded_weak_mixed_group_minority
R1089,S,GG0039,S,excluded_weak_mixed_group_minority
R1090,S,GG0039,S,excluded_weak_mixed_group_minority
R1091,S,GG0039,S,excluded_weak_mixed_group_minority
R1092,S,GG0039,S,excluded_weak_mixed_group_minority
R1093,S,GG0039,S,excluded_weak_mixed_group_minority
R1094,S,GG0039,S,excluded_weak_mixed_group_minority
R1095,S,GG0039,S,excluded_weak_mixed_group_minority
R1096,S,GG0039,S,excluded_weak_mixed_group_minority
R1097,S,GG0039,S,excluded_weak_mixed_group_minority
R1098,S,GG0039,S,excluded_weak_mixed_group_minority
R1099,S,GG0039,S,excluded_weak_mixed_group_minority
R1100,S,GG0039,S,excluded_weak_mixed_group_minority
R1101,S,GG0039,S,excluded_weak_mixed_group_minority
R1102,S,GG0039,S,excluded_weak_mixed_group_minority
R1103,S,GG0039,S,excluded_weak_mixed_group_minority
R1104,S,GG0071,S,excluded_group_protocol
R1105,S,GG0071,S,excluded_group_protocol
R1106,S,GG0071,S,excluded_group_protocol
R1107,S,GG0071,S,excluded_group_protocol
R1108,S,GG0071,S,excluded_group_protocol
R1109,S,GG0071,S,excluded_group_protocol
R1110,S,GG0071,S,excluded_group_protocol
R1111,S,GG0071,S,excluded_group_protocol
R1112,S,GG0071,S,excluded_group_protocol
R1113,S,GG0071,S,excluded_group_protocol
R1114,S,GG0071,S,excluded_group_protocol
R1115,S,GG0071,S,excluded_group_protocol
R1116,S,GG0071,S,excluded_group_protocol
R1117,S,GG0071,S,excluded_group_protocol
R1118,S,GG0072,S,excluded_group_protocol
R1119,S,GG0072,S,excluded_group_protocol
R1120,S,GG0072,S,excluded_group_protocol
R1121,S,GG0072,S,excluded_group_protocol
R1122,A,GG0072,A,excluded_group_protocol
R1123,A,GG0072,A,excluded_group_protocol
R1124,A,GG0072,A,excluded_group_protocol
R1125,A,GG0072,A,excluded_group_protocol
R1126,A,GG0073,A,retained
R1127,A,GG0073,A,retained
R1128,A,GG0073,A,retained
R1129,A,GG0073,A,retained
R1130,A,GG0073,A,retained
R1131,S,GG0074,S,retained
R1132,S,GG0074,S,retained
R1133,S,GG0074,S,retained
R1134,S,GG0074,S,retained
R1135,S,GG0074,S,retained
R1136,S,GG0074,S,retained
R1137,S,GG0074,S,retained
R1138,S,GG0074,S,retained
R1139,S,GG0075,S,excluded_group_protocol
R1140,S,GG0075,S,excluded_group_protocol
R1141,S,GG0075,S,excluded_group_protocol
R1142,S,GG0075,S,excluded_group_protocol
R1143,S,GG0075,S,excluded_group_protocol
R1144,I,GG0075,I,excluded_group_protocol
R1145,I,GG0075,I,excluded_group_protocol
R1146,I,GG0075,I,excluded_group_protocol
R1147,I,GG0075,I,excluded_group_protocol
R1148,I,GG0075,I,excluded_group_protocol
R1149,S,GG0031,S,excluded_group_protocol
R1150,S,GG0031,S,excluded_group_protocol
R1151,S,GG0031,S,excluded_group_protocol
R1152,S,GG0031,S,excluded_group_protocol
R1153,S,GG0076,S,retained
R1154,S,GG0076,S,retained
R1155,S,GG0076,S,retained
R1156,S,GG0076,S,retained
R1157,S,GG0076,S,retained
R1158,S,GG0076,S,retained
R1159,S,GG0077,S,retained
R1160,S,GG0077,S,retained
R1161,S,GG0077,S,retained
R1162,S,GG0077,S,retained
R1163,S,GG0077,S,retained
R1164,S,GG0077,S,retained
R1165,S,GG0077,S,retained
R1166,S,GG0077,S,retained
R1167,S,GG0077,S,retained
R1168,S,GG0077,S,retained
R1169,S,GG0077,S,retained
R1170,S,GG0077,S,retained
R1171,S,GG0077,S,retained
R1172,S,GG0077,S,retained
R1173,S,GG0077,S,retained
R1174,S,GG0078,S,excluded_group_protocol
R1175,S,GG0078,S,excluded_group_protocol
R1176,S,GG0078,S,excluded_group_protocol
R1177,S,GG0078,S,excluded_group_protocol
R1178,S,GG0078,S,excluded_group_protocol
R1179,S,GG0078,S,excluded_group_protocol
R1180,S,GG0078,S,excluded_group_protocol
R1181,S,GG0078,S,excluded_group_protocol
R1182,S,GG0078,S,excluded_group_protocol
R1183,S,GG0078,S,excluded_group_protocol
R1184,S,GG0078,S,excluded_group_protocol
R1185,S,GG0078,S,excluded_group_protocol
R1186,S,GG0078,S,excluded_group_protocol
R1187,S,GG0078,S,excluded_group_protocol
R1188,S,GG0078,S,excluded_group_protocol
R1189,S,GG0078,S,excluded_group_protocol
R1190,S,GG0078,S,excluded_group_protocol
R1191,S,GG0078,S,excluded_group_protocol
R1192,S,GG0078,S,excluded_group_protocol
R1193,S,GG0078,S,excluded_group_protocol
R1194,S,GG0078,S,excluded_group_protocol
R1195,S,GG0078,S,excluded_group_protocol
R1196,S,GG0078,S,excluded_group_protocol
R1197,S,GG0078,S,excluded_group_protocol
R1198,S,GG0078,S,excluded_group_protocol
R1199,S,GG0078,S,excluded_group_protocol
R1200,S,GG0078,S,excluded_group_protocol
R1201,S,GG0078,S,excluded_group_protocol
R1202,S,GG0078,S,excluded_group_protocol
R1203,S,GG0078,S,excluded_group_protocol
R1204,S,GG0078,S,excluded_group_protocol
R1205,S,GG0078,S,excluded_group_protocol
R1206,S,GG0078,S,excluded_group_protocol
R1207,S,GG0078,S,excluded_group_protocol
R1208,A,GG0079,A,excluded_group_protocol
R1209,A,GG0079,A,excluded_group_protocol
R1210,A,GG0079,A,excluded_group_protocol
R1211,A,GG0079,A,excluded_group_protocol
R1212,A,GG0079,A,excluded_group_protocol
R1213,A,GG0079,A,excluded_group_protocol
R1214,A,GG0079,A,excluded_group_protocol
R1215,A,GG0079,A,excluded_group_protocol
R1216,A,GG0079,A,excluded_group_protocol
R1217,A,GG0079,A,excluded_group_protocol
R1218,A,GG0079,A,excluded_group_protocol
R1219,A,GG0079,A,excluded_group_protocol
R1220,A,GG0079,A,excluded_group_protocol
R1221,A,GG0079,A,excluded_group_protocol
R1222,A,GG0079,A,excluded_group_protocol
R1223,A,GG0079,A,excluded_group_protocol
R1224,A,GG0079,A,excluded_group_protocol
R1225,A,GG0079,A,excluded_group_protocol
R1226,A,GG0079,A,excluded_group_protocol
R1227,A,GG0079,A,excluded_group_protocol
R1228,A,GG0079,A,excluded_group_protocol
R1229,A,GG0079,A,excluded_group_protocol
R1230,A,GG0079,A,excluded_group_protocol
R1231,A,GG0079,A,excluded_group_protocol
R1232,A,GG0079,A,excluded_group_protocol
R1233,A,GG0079,A,excluded_group_protocol
R1234,A,GG0079,A,excluded_group_protocol
R1235,A,GG0079,A,excluded_group_protocol
R1236,A,GG0079,A,excluded_group_protocol
R1237,A,GG0079,A,excluded_group_protocol
R1238,A,GG0079,A,excluded_group_protocol
R1239,A,GG0079,A,excluded_group_protocol
R1240,A,GG0079,A,excluded_group_protocol
R1241,A,GG0079,A,excluded_group_protocol
R1242,A,GG0079,A,excluded_group_protocol
R1243,A,GG0079,A,excluded_group_protocol
R1244,A,GG0079,A,excluded_group_protocol
R1245,A,GG0079,A,excluded_group_protocol
R1246,A,GG0079,A,excluded_group_protocol
R1247,A,GG0079,A,excluded_group_protocol
R1248,A,GG0079,A,excluded_group_protocol
R1249,A,GG0079,A,excluded_group_protocol
R1250,A,GG0079,A,excluded_group_protocol
R1251,A,GG0079,A,excluded_group_protocol
R1252,A,GG0079,A,excluded_group_protocol
R1253,A,GG0079,A,excluded_group_protocol
R1254,A,GG0079,A,excluded_group_protocol
R1255,A,GG0079,A,excluded_group_protocol
R1256,A,GG0079,A,excluded_group_protocol
R1257,A,GG0079,A,excluded_group_protocol
R1258,A,GG0079,A,excluded_group_protocol
R1259,A,GG0079,A,excluded_group_protocol
R1260,A,GG0079,A,excluded_group_protocol
R1261,A,GG0079,A,excluded_group_protocol
R1262,A,GG0079,A,excluded_group_protocol
R1263,A,GG0079,A,excluded_group_protocol
R1264,A,GG0079,A,excluded_group_protocol
R1265,A,GG0079,A,excluded_group_protocol
R1266,A,GG0079,A,excluded_group_protocol
R1267,A,GG0079,A,excluded_group_protocol
R1268,A,GG0079,A,excluded_group_protocol
R1269,A,GG0079,A,excluded_group_protocol
R1270,A,GG0079,A,excluded_group_protocol
R1271,A,GG0079,A,excluded_group_protocol
R1272,A,GG0079,A,excluded_group_protocol
R1273,A,GG0079,A,excluded_group_protocol
R1274,A,GG0079,A,excluded_group_protocol
R1275,A,GG0079,A,excluded_group_protocol
R1276,A,GG0079,A,excluded_group_protocol
R1277,A,GG0079,A,excluded_group_protocol
R1278,A,GG0079,A,excluded_group_protocol
R1279,A,GG0079,A,excluded_group_protocol
R1280,A,GG0079,A,excluded_group_protocol
R1281,A,GG0079,A,excluded_group_protocol
R1282,A,GG0079,A,excluded_group_protocol
R1283,A,GG0079,A,excluded_group_protocol
R1284,A,GG0079,A,excluded_group_protocol
R1285,A,GG0079,A,excluded_group_protocol
R1286,A,GG0079,A,excluded_group_protocol
R1287,A,GG0079,A,excluded_group_protocol
R1288,A,GG0079,A,excluded_group_protocol
R1289,A,GG0079,A,excluded_group_protocol
R1290,A,GG0079,A,excluded_group_protocol
R1291,A,GG0079,A,excluded_group_protocol
R1292,A,GG0079,A,excluded_group_protocol
R1293,A,GG0079,A,excluded_group_protocol
R1294,A,GG0079,A,excluded_group_protocol
R1295,A,GG0079,A,excluded_group_protocol
R1296,A,GG0079,A,excluded_group_protocol
R1297,A,GG0079,A,excluded_group_protocol
R1298,A,GG0079,A,excluded_group_protocol
R1299,A,GG0079,A,excluded_group_protocol
R1300,A,GG0079,A,excluded_group_protocol
R1301,A,GG0079,A,excluded_group_protocol
R1302,A,GG0079,A,excluded_group_protocol
R1303,A,GG0079,A,excluded_group_protocol
R1304,A,GG0079,A,excluded_group_protocol
R1305,A,GG0079,A,excluded_group_protocol
R1306,A,GG0079,A,excluded_group_protocol
R1307,I,GG0080,I,excluded_group_protocol
R1308,I,GG0080,I,excluded_group_protocol
R1309,I,GG0080,I,excluded_group_protocol
R1310,I,GG0080,I,excluded_group_protocol
R1311,I,GG0080,I,excluded_group_protocol
R1312,I,GG0080,I,excluded_group_protocol
R1313,A,GG0081,A,excluded_group_protocol
R1314,A,GG0081,A,excluded_group_protocol
R1315,A,GG0081,A,excluded_group_protocol
R1316,A,GG0081,A,excluded_group_protocol
R1317,A,GG0081,A,excluded_group_protocol
R1318,S,GG0082,S,retained
R1319,S,GG0082,S,retained
R1320,S,GG0082,S,retained
R1321,S,GG0082,S,retained
R1322,S,GG0082,S,retained
R1323,S,GG0082,S,retained
R1324,S,GG0082,S,retained
R1325,S,GG0082,S,retained
R1326,S,GG0082,S,retained
R1327,S,GG0082,S,retained
R1328,S,GG0082,S,retained
R1329,S,GG0083,S,excluded_group_protocol
R1330,S,GG0083,S,excluded_group_protocol
R1331,S,GG0083,S,excluded_group_protocol
R1332,S,GG0083,S,excluded_group_protocol
R1333,S,GG0083,S,excluded_group_protocol
R1334,S,GG0083,S,excluded_group_protocol
R1335,S,GG0083,S,excluded_group_protocol
R1336,S,GG0083,S,excluded_group_protocol
R1337,S,GG0083,S,excluded_group_protocol
R1338,S,GG0083,S,excluded_group_protocol
R1339,S,GG0083,S,excluded_group_protocol
R1340,S,GG0083,S,excluded_group_protocol
R1341,S,GG0084,S,excluded_group_protocol
R1342,S,GG0084,S,excluded_group_protocol
R1343,S,GG0084,S,excluded_group_protocol
R1344,S,GG0084,S,excluded_group_protocol
R1345,S,GG0085,S,retained
R1346,S,GG0085,S,retained
R1347,S,GG0085,S,retained
R1348,S,GG0085,S,retained
R1349,S,GG0085,S,retained
R1350,S,GG0085,S,retained
R1351,S,GG0085,S,retained
R1352,S,GG0085,S,retained
R1353,S,GG0086,S,excluded_group_protocol
R1354,S,GG0086,S,excluded_group_protocol
R1355,S,GG0086,S,excluded_group_protocol
R1356,S,GG0086,S,excluded_group_protocol
R1357,S,GG0086,S,excluded_group_protocol
R1358,S,GG0086,S,excluded_group_protocol
R1359,S,GG0086,S,excluded_group_protocol
R1360,S,GG0086,S,excluded_group_protocol
R1361,S,GG0086,S,excluded_group_protocol
R1362,S,GG0086,S,excluded_group_protocol
R1363,S,GG0086,S,excluded_group_protocol
R1364,S,GG0086,S,excluded_group_protocol
R1365,S,GG0086,S,excluded_group_protocol
R1366,S,GG0086,S,excluded_group_protocol
R1367,S,GG0086,S,excluded_group_protocol
R1368,S,GG0086,S,excluded_group_protocol
R1369,I,GG0087,I,retained
R1370,I,GG0087,I,retained
R1371,I,GG0087,I,retained
R1372,I,GG0087,I,retained
R1373,I,GG0087,I,retained
R1374,I,GG0087,I,retained
R1375,I,GG0087,I,retained
R1376,I,GG0087,I,retained
R1377,I,GG0087,I,retained
R1378,I,GG0087,I,retained
R1379,I,GG0087,I,retained
R1380,I,GG0087,I,retained
R1381,I,GG0087,I,retained
R1382,I,GG0087,I,retained
R1383,I,GG0087,I,retained
R1384,I,GG0087,I,retained
R1385,I,GG0087,I,retained
R1386,I,GG0087,I,retained
R1387,I,GG0087,I,retained
R1388,S,GG0036,S,excluded_group_protocol
R1389,S,GG0036,S,excluded_group_protocol
R1390,S,GG0036,S,excluded_group_protocol
R1391,S,GG0036,S,excluded_group_protocol
R1392,S,GG0036,S,excluded_group_protocol
R1393,S,GG0036,S,excluded_group_protocol
R1394,S,GG0036,S,excluded_group_protocol
R1395,S,GG0036,S,excluded_group_protocol
R1396,S,GG0036,S,excluded_group_protocol
R1397,S,GG0036,S,excluded_group_protocol
R1398,S,GG0036,S,excluded_group_protocol
R1399,S,GG0036,S,excluded_group_protocol
R1400,S,GG0036,S,excluded_group_protocol
R1401,S,GG0036,S,excluded_group_protocol
R1402,S,GG0036,S,excluded_group_protocol
R1403,S,GG0036,S,excluded_group_protocol
R1404,S,GG0036,S,excluded_group_protocol
R1405,S,GG0036,S,excluded_group_protocol
R1406,S,GG0036,S,excluded_group_protocol
R1407,S,GG0036,S,excluded_group_protocol
R1408,S,GG0036,S,excluded_group_protocol
R1409,S,GG0036,S,excluded_group_protocol
R1410,S,GG0036,S,excluded_group_protocol
R1411,A,GG0011,A,retained
R1412,A,GG0011,A,retained
R1413,A,GG0011,A,retained
R1414,A,GG0011,A,retained
R1415,A,GG0011,A,retained
R1416,A,GG0011,A,retained
R1417,A,GG0011,A,retained
R1418,A,GG0011,A,retained
R1419,A,GG0011,A,retained
R1420,A,GG0011,A,retained
R1421,A,GG0011,A,retained
R1422,A,GG0011,A,retained
R1423,A,GG0011,A,retained
R1424,A,GG0011,A,retained
R1425,A,GG0011,A,retained
R1426,A,GG0011,A,retained
R1427,A,GG0011,A,retained
R1428,A,GG0011,A,retained
R1429,A,GG0011,A,retained
R1430,A,GG0011,A,retained
R1431,A,GG0088,A,retained
R1432,A,GG0088,A,retained
R1433,A,GG0088,A,retained
R1434,A,GG0088,A,retained
R1435,A,GG0088,A,retained
R1436,A,GG0088,A,retained
R1437,A,GG0088,A,retained
R1438,A,GG0088,A,retained
R1439,A,GG0088,A,retained
R1440,A,GG0088,A,retained
R1441,A,GG0088,A,retained
R1442,A,GG0088,A,retained
R1443,A,GG0088,A,retained
R1444,A,GG0088,A,retained
R1445,A,GG0088,A,retained
R1446,I,GG0089,I,retained
R1447,I,GG0089,I,retained
R1448,I,GG0089,I,retained
R1449,I,GG0089,I,retained
R1450,I,GG0089,I,retained
R1451,I,GG0089,I,retained
R1452,I,GG0089,I,retained
R1453,I,GG0090,I,retained
R1454,I,GG0090,I,retained
R1455,I,GG0090,I,retained
R1456,I,GG0090,I,retained
R1457,I,GG0090,I,retained
R1458,I,GG0090,I,retained
R1459,I,GG0090,I,retained
R1460,I,GG0090,I,retained
R1461,I,GG0090,I,retained
R1462,I,GG0090,I,retained
R1463,I,GG0090,I,retained
R1464,I,GG0090,I,retained
R1465,I,GG0090,I,retained
R1466,I,GG0090,I,retained
R1467,I,GG0090,I,retained
R1468,I,GG0090,I,retained
R1469,S,GG0091,S,excluded_group_protocol
R1470,S,GG0091,S,excluded_group_protocol
R1471,S,GG0091,S,excluded_group_protocol
R1472,S,GG0091,S,excluded_group_protocol
R1473,S,GG0091,S,excluded_group_protocol
R1474,S,GG0091,S,excluded_group_protocol
R1475,S,GG0091,S,excluded_group_protocol
R1476,I,GG0091,I,excluded_group_protocol
R1477,I,GG0091,I,excluded_group_protocol
R1478,I,GG0091,I,excluded_group_protocol
R1479,I,GG0091,I,excluded_group_protocol
R1480,I,GG0091,I,excluded_group_protocol
R1481,I,GG0091,I,excluded_group_protocol
R1482,I,GG0091,I,excluded_group_protocol
R1483,I,GG0091,I,excluded_group_protocol
R1484,I,GG0091,I,excluded_group_protocol
R1485,I,GG0091,I,excluded_group_protocol
R1486,I,GG0091,I,excluded_group_protocol
R1487,I,GG0091,I,excluded_group_protocol
R1488,I,GG0091,I,excluded_group_protocol
R1489,I,GG0091,I,excluded_group_protocol
R1490,I,GG0091,I,excluded_group_protocol
R1491,I,GG0091,I,excluded_group_protocol
R1492,I,GG0091,I,excluded_group_protocol
R1493,I,GG0091,I,excluded_group_protocol
R1494,A,GG0092,A,excluded_group_protocol
R1495,A,GG0092,A,excluded_group_protocol
R1496,A,GG0092,A,excluded_group_protocol
R1497,A,GG0092,A,excluded_group_protocol
