Record ID,outer_fold_id,role,Geological Group ID,Reference-connected block,reported_type,valid_oof,analysis_protocol_hash,abstain_reason,row_missing_fraction,n_retained_features,retained_features,requested_split_seed,effective_split_seed,split_seed_offset
R0163,1,validation,GG0046,RCB0035,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Sr; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0386,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0387,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0388,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0389,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0390,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0391,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0392,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0393,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0394,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0395,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0396,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0397,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0398,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0399,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0400,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0401,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0402,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0403,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0404,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0405,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0406,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0407,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0408,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0409,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0410,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0411,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0412,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0413,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0414,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0415,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0416,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0417,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0418,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0419,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0420,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0421,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0422,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0423,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0424,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0425,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0426,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0427,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0428,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.075,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0437,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0438,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0439,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0440,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0441,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0442,2,validation,GG0038,RCB0030,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
